id;review_title_e_message;Satisfeito
9781;horrível produto falsificado com sinais nítidos de pirataria. além disso vem vazio, sem tinta...pode isso arnaldo?;0
9785;eu recebi o produto corretamente e gostei muito. dentro do prazo.;1
9803;recomendo;1
9804;um dos produtos veio incorreto, eu pedi 3 produtos iguais e veio um diferente, estou no aguardo para resolver esta troca.;0
9812;recomendo;1
9827;vendedor e produto vendedor pontual e o produto satisfez minha expectativa.;1
9831;"produto excelente, muito bem feito.
entrega feita em uma semana, bem antes do previsto.
estou muito satisfeita.
muito obrigada";1
9852;recomendados.;1
9858;bom produto original ótimo;1
9866;nota 10000 rapido e eficas;1
9881;"nao recebi a quantidade de produto q paguei
falta um kit. o que faço?";0
9889;compra 5 estrelas. atendimento de primeiro mundo. fiquei muito satisfeita.;1
9890;só recebi as sacolas;1
9903;o produto enviado veio com a caixa amassada,o tabuleiro rasgado e as fichas já destacadas.o jogo que recebi não era da mesma qualidade e não condizia com o da foto no site.não era da mesma edição.;0
9918;fiquei muito satisfeita com essa e com todas as compras que ja fiz no baratheon, a copra e segurápido e a entrega antes do prazo previsto.;1
9954;super recomendo muito rápido e seguro;1
9979;parabéns, chegou antes do previsto!;1
9981;o produto é muito bom,mas demorou quase trinta dias pra chegar;0
9983;boa;1
10015;prefiro opinar após receber o produto;0
10018;e.ntregue antes do tempo, validade otima;1
10022;entregou antes do prazo.produto de ótima qualidade .super recomendo;1
10026;produto atendido conforme divulgado.;1
10034;bom! gostei tudo certo;1
10037;a princípio tudo certo, ainda não testei pois eh um presente para o natal.;1
10064;a boneca a boneca não é igual a imagem que está no site, por isso fiquei bem desapontado, pois sempre que comprei algumas coisas por esse site eram bem atendidas;1
10066;não veio o que foi pedido!!;0
10067;produto lindo! de ótima qualidade;1
10068;nao entregou  nao entregou o pedido dentro do prazo ja solicitei cancelamento;0
10087;comprei uma coisa e recebi uma falsificação. cancelei o pedido e msm assim foi entregue como se não ouvesse o cancelamento.;0
10092;super indico  super indico,chegou antes do prazo previsto;1
10096;entega rápida / bom produ ótima entrega. antes do prazo. um bom produto.;1
10099;tudo ok so atrasou a entrega;1
10101;"o site acusa ""pedido entregue"", porém não recebi nada.";0
10113;tudo de bom amoo vocês minhas compras de natal só com vocês obrigada bjbj feliz natal a toda equipe bjbjbj ..;1
10134;não utilizei o produto ainda;1
10156;boa pela foto parecia que não era mais confortável para as costas.;0
10159;otimo;1
10171;produto não tenho como avaliar pois ainda não recebi o produto por falha do correio, o qual já efetuei uma reclamação;0
10174;ótima qualidade recomendo;1
10177;bom produto , chegou dentro do prazo, eu recomendo!;1
10182;entrega feita no prazo, porém o produto entregue não foi o comprado. estou tentando resolver a situação.;0
10196;muito obrigada.;1
10224;recomendo muito bom;1
10227;parabéns. chegou bem antes da data prometida. excelente parceiro. eu recomendo;1
10234;produto muito bom, e chegou dentro do prazo.;1
10236;indico a todos.;1
10239;"entrega parcial produto conforme pedido e nf 021385 da amandini foram comprados 03 pendentes porém o correio só entregou 02 pendentes.
favor enviar 01 pendente o mais rápido possivel para instalação do mesmo.";0
10244;enganada comprei um relógio por original, além de vir falsificado veio com defeito, não funciona, e ainda me cobraram garantia estendida;0
10249;o produto chegou com 16 dias antes do prazo...adoreiiiii;1
10258;satisfeito!;1
10260;estou satisfeita recebi no prazo;1
10263;o produto entregue estava correto. o único senão foi que a loja poderia ter protegido melhor o produto. ao cortar o embrulho externo de papel quase cortei o tapete com a tesoura.;1
10277;tomar cuidado não veio uma nf com o valor total da compra.;0
10292;não recebi nem uma notificação de atraso;0
10319;"recebi o produto praticamente um mes antes do previsto!
estou louca para usar e ver se da resultados.";1
10325;arrependimento total  a impressão do quadro é péssima. detestei e estou tentando fazer a devolução do produto;0
10339;a trasação e a entega do produto ocorreram dentro da normalidade;1
10363;super recomendo produto entregue adequadamente e muito rápido, gostei muito do serviço.;1
10375;ótima mochila material e tamanho perfeito.;1
10398;parabens chegou em tempo abel;1
10419;na página do produto a foto mostra um produto original, com a maçã da apple. o produto chegou e não é um produto original.;0
10462;excelente produto;1
10470;adorei otima qualidade;1
10491;parabéns a loja por ter entregue o produto anunciado e antes do prazo previsto!! produto muito bom conforme o esperado!!;1
10509;não gostei tecido ruim péssimo;0
10512;produto não entregue;0
10514;"*** entrega rápida, antes mesmo do esperado, porém, a entrega veio incompleta, uma vez que comprei dois itens e me foi entregue apenas um;
aguardo por uma solução";0
10522;defeito produto c defeito, tentei por várias vezes, mas foi muitas, devolver o produto abrindo chamado na lannister e não consegui.;0
10528;muito obrigada;1
10541;creio que o atraso e dos correios;0
10547;muito bom;1
10574;só foi entregue um dos produtos;1
10575;sempre compro e sempre comprarei, loja 5 estrelas.;1
10578;excelente estou satisfeito com produto adquirido e o tempo de entrega mesmo com a paralisação dos caminhoneiros.;1
10579;preciso receber já está pago, houve erro de numeração no imóvel, já corrigido, por favor, me ajudem...;0
10587;gosto muito de comprar pela internet principalmente sendo site da lannister;1
10595;"chegou antes do prazo  produto chegou conforme no anúncio 
perfeito estado";1
10625;"boa noite!
já solicitei a troca do produto por propaganda enganosa pois a foto do site e da embalagem não correspondem com o produto que estava dentro da embalagem! cortina horrível!";0
10633;o produto foi entregue conforme pedido. no entanto, a película veio rachada. como faço para proceder quanto a isso?;0
10636;está dentro do que eu esperava.;1
10647;cliente de muitos anos, as lojas lannister sempre prestou-me um atendimento excelente. nao é novidade.;1
10668;não houve contratempos, tudo estava nos conformes. muito obrigada stela borges;1
10669;excelente produto e entregue antes do prazo!;1
10718;.;1
10734;compla excelente;1
10737;chegou antes do prazo parabens ...fala que vai chegar em 20/11 dias mais chega bem antes amei;1
10750;muito bom chegou tudo direitinho. obrigada!;1
10752;ótima!! adorei o produto e a rapidez na entrega.;1
10780;razoável;0
10804;xxx;1
10817;pena que veio faltando uma parte da maquiagem.;0
10830;"comprei três pneus para bros; um aro 17 e 2 aro 19 mas até agora só chegaram um aro 17 e um aro 19. já enviei um e-mail para a loja e estou esperando uma resposta sobre o ocorrido.";0
10833;bom prazo, rapidez no envio. tudo ok.;1
10860;infelizmente recebi o produto danificado;0
10862;chegou tudo de acordo com o anuncio e antes do prazo especificado pelo site.;1
10874;melhor cardboard. as lentes corrigem a distorção de bordas que é padrão agora nos videos 360°;1
10875;a pantufa é linda e meu pai adorou. chegou no prazo, super recomendo.;1
10881;dez ótimo;1
10895;bom;1
10906;produto perfeito;1
10925;ótimo excelente atendimento entrega antes do prazo;1
10945;estou insatisfeita em relação a entrega que não foi entregue ainda,já paguei a parcela do produto e não o recebi ainda.;0
10949;recebi dentro do prazo. ainda não testei.;1
10950;estou muito contente com o produto e rapido na entrega.;1
10961;"prezados,
o produto estragou na hora de conectar com o aparelho de 110 volts na rede de 220.
como faço para voces enviarem outro?";0
10967;ótimo sempre ótimo atendimento com lojas lannister;1
10972;ótimo produto entregue antes do prazo, fácil de instalar e todo suporte prestado. obrigado;1
10978;ótimos preços e produto entregue corretamente e dentro do prazo;1
10979;tudo certo conforme anunciado, recomendo.;1
10994;produto entregue antes da data prevista .foi ótimo;1
10998;não recebi o produto ainda. muito atraso ! nunca passei por isto em nenhuma loja. muito insatisfeito com o serviço.;0
11011;atende às expectativas produto em perfeito estado.;1
11025;pensei que os body's fossem de algodão, mas, é um tecido sintético e a impressão que imaginei ser um silk de qualidade, é uma sublimação. enfim, tecido ruim. não deixa a pele respirar. não recomendo.;0
11027;bom;1
11033;foi feito uma compra com três itens, mas chegou dois falta um, com a loja targaryen, estou aguardando o ultimo um cachecol são paulo fc 04 estações mod.01 este ainda não chegou;0
11060;"o produto foi comprado em 10/10/2016, não chegou e agora recebo esta avaliação perguntando o que achei. 
muito insatisfeita!";0
11073;recebi os produtos no prazo, corretamente e até uns brindes a mais. recomendadíssimo.;1
11095;muito bom adorei! super resistente e bonito o tapete! recomendo;1
11107;tudo correto  muito satisfeito.;1
11133;produto perfeitamente como descrito, novo e transação tranquila. recomendo!;1
11142;atendeu as expectativas;1
11198;a embalagem do perfume não estava lacrada, ou seja, a caixa não estava revestida com o plástico que deveria envolvê-la, além disso, o nível do perfume no frasco estava visivelmente abaixo do normal.;0
11206;a entrega foi um atraso total. tive que comprar o produto em outra loja, e chegou antes do este. agora quero fazer a devolução.;0
11209;mercadoria não foi entreg preciso de um posicionamento se a mercadoria será entregue ou se a compra será estornada do cartão. aguardo urgente retorno.;0
11215;lindo , produto igual ao anunciado;1
11221;bom atendimento;1
11223;o erro foi meu, observei no acompanhamento do produto que houve a entrega. mas o endereço estava errado.;0
11224;recomendo!! muito bom produto!!;1
11239;excelente!  estou muito satisfeito! parabéns!;1
11240;recomendo,porém o produto veio com remendos,espero que não seja corriqueiro;0
11244;muito bom, e por ser dupla face é muito versátil;1
11256;entrega antes do prazo;1
11258;caixa destruída e rasgo no assento;0
11278;muito bom;1
11285;sempre satisfeita com o stark;1
11306;gostei muito de compra nessa loja.;1
11316;otimo, recomendo recomendo a todos;1
11338;muito bom;1
11391;feito de material bem resistente, e tamanho conforme o anunciado. mercadoria entregue dentro do prazo previsto.;1
11418;otimo produto entregue;1
11422;muito bom entregou até antes do dia ????????????????;1
11433;5 super recomendo,produto chegou bem antes do combinado;1
11453;entrega super rapida e produto muito bem embalado!;1
11454;excelente como sou cliente, minha satisfação só aumenta. grata a toda equipe.;1
11457;péssimo relógio mal acabado e frágil, qualidade muito ruim, parece de barraquinha de camelô. não vale o preço de jeito nenhum.;0
11461;faltando as peças ripas prezados, veio tudo certo e bem rápido. porém estão faltando as peças ripas. com quem eu posso entrar em contato para ser enviado à peça. no aguardo.;0
11468;muitooo bom ?????????? linda, e de muita qualidade.. ficou perfeita no meu quarto ??????????;1
11502;excelente atendimento;1
11507;muito recomendado gostei da eficiência do atendimento;1
11515;ótimo ótimo produto veio antes do prazo estipulado pra entrega , só achei um pouco caro frete mas o resto td certo!;1
11517;muita demora na entrega.;0
11532;tdos estão de parabéns...;1
11534;péssimo além de ter sido muito mal embalado sem nenhuma proteção e por isso chegou completamente danificado, a mesa é bamba e o apoio para o tampo é ruim e fica escorregando, tive que improvisar.;0
11536;as cores de algumas barras eram diferentes de como estavam na foto da embalagem.;0
11540;satisfeito;1
11549;eu pedi o cartucho a78 e me entregaram o a85;0
11553;7 entrega no prazo;1
11556;super recomendo produto chegou corretamente, foi entregue antes do prazo.;1
11563;ddddd;1
11581;tudo conforme o combinado.;1
11588;recebi metade do pedido agora ja recebi o que faltava hoje dia 1 de junho.;0
11607;péssima entrega fiz a compra no dia 13/02 e até hoje 18/03 não recebi o produto;0
11611;"targaryen é desonesto. comprei escova de dentes curaprox black edition - cerdas pretas. foi entregue escova roxa com cerdas verdes. 
nada a ver. e a targaryen, parceira das lannister disse que não pode fazer nada. corram.";0
11615;produto muito bom assino embaixo aprovado nota 10;1
11625;o produto é maravilhoso mas pela quantidade não vale a pena;1
11630;fiquei muito satisfeito com o atendimento é rapidez, recomendo;1
11640;super recomendo muito satisfeito;1
11643;recomendo;1
11652;loja excelente. cumpre o que anuncia e a promessa contida no anúncio.;1
11665;bom entrega rapida;1
11666;não recebi as mercadorias até a presente data nem tão satisfação o porquê da demora da entrega no processo pós-venda.;0
11673;fone ótimo;1
11678;comprei o kit shampo, óleo, balm e pente para barba usebarba. porém, faltou o pente!!!;0
11682;o produto é bom, porém não resolveu o problema do ronco. lembrando que não respondi em tempo por que não entendo de computador;0
11685;cancelei ha t3mpo cancelei ha tempos, enviaram mesmo assim e nao estornaram os valores;0
11695;chegou perfeito, super bem embalado.;1
11717;chegou antes do prazo.;1
11723;chegou antes do prazo;1
11733;recebi o produto no tempo determinado, sem nenhum problema e produto de ótima qualidade.;1
11749;.;1
11769;solicitei a compra das lâminas que no anúncio falam que são da marca philips, no entanto o produto é falsificado e sem contar a demora para a entrega no qual eu paguei frete e tive q buscar nos correi;0
11770;gostei;1
11786;avaliação loja recomendada. produto de péssima qualidade.;0
11794;o produto não chegou ainda;0
11795;não coloque ainda mas se ficar do meu gosto comorarei mais;0
11812;muito linda!!!!;1
11818;"ótimo, bom material, funciona o ""fast charge sem fio"" quando usamos um adaptador próprio pra isso (a parte que liga na tomada precisa ter essa função). prático p/levar na bolsa por ser pequeno e leve.";1
11823;produto bom produto bom, chegou rápido. recomendo!;1
11835;bom;1
11840;excelente compra;1
11852;"muito bom produto de qualidade.
entrega 7dias antes do prazo.
tablet muito rápido.
parabéns a toda a equipe.";1
11872;chegou muito rápido! chegou em 2 dias, foi super rápida a entrega!;1
11873;ótimo produto, entrega rápida,muito satisfeito;1
11883;;1
11887;bom produto;1
11888;igualzinho o que eu pedi. lindo;1
11911;ótimo;1
11920;10;1
11921;foi entregue no prazo e novo.;0
11939;preço produto prazo 10 produto entregue antes do prazo prometido. isto é muito bom!;1
11946;tudo como combinado  nota 10;1
11997;comprei e em seguida vi que nao era o cassete com 10v, cancelei em menos de 15 minutos após a compra e mesmo assim enviaram o produto;0
11998;estou com problemas o produto que veio não é o que eu comprei, inclusive a nota fiscal veio em nome de outra pessoa, e não consigo contato para resolver o problema;0
12007;as pessoas não conseguem contato. inclusive estou indo atrás dos meus direitos como consumidor e por estar me sentindo lesado. a pessoa a qual comprei a mochila, está levando com saco plástico.;0
12012;a ducha chegou sem o desviador que consta na foto. já reclamei no sac da kdt emissor da nota fiscal no dia 07/03/2018 e ate o momento nada foi resolvido. favor tomar providencias.;0
12015;recebi antes do prazo estipulado e superou as expectativas.;1
12027;não recebi até agora  tudo pago, produto e frete e não chegou nada;0
12055;"adorei meu produto chegou antes do prazo, certinho.
obrigada";1
12087;ótimo produto bom produto e chegou dentro do prazo!;1
12111;bem acabado e tamanho ideal...vale a pena;1
12130;super recomendo!! o produto foi entregue antes do prazo da entrega!!! produto igual o da descrição!!!;1
12141;muito satisfeito com a compra e a entrega. produto entregue no prazo certo, super bem embalado e protegido. parabéns pelo trabalho e seriedade.;1
12144;carteira ñ é de couro  é couro sintético!!;0
12146;produto de acordo com as descrições da oferta, recomendo.;1
12153;agilidade na entrega!;1
12163;nao recebi o produto;0
12170;lannister e um site , confiável produtos de otima qualidade ,super indico.;1
12175;só não entendi porque tive que retirar na agencia dos correios.;0
12187;"como se trata de um metal precioso, vou só pedir para um especialista confirmar se é prata, mesmo.
obg";1
12207;não recomendo comprei um kit com 2 pomadas e recebi apenas uma, já enviei mensagem e não obtive resposta. completa falta de respeito.;0
12210;ótima;1
12236;quando o produto chegou percebi que não era combativel com windows 10. estou ha 4 dias tentando falar com o sac para saber o procedimento para trocar por um outro do proprio site da lannister.;0
12237;paguei o frete e tive que ir buscar do outro do mundo errado tem que entrega em casa;0
12246;a entrega foi muito rápida, em dois dias! chegou na caixinha , direitinho.;1
12260;super recomendo. produto entregue no prazo e sem problemas.;1
12264;consta que meu pedido foi entregue dia 20/12, e não foi, gostaria de saber o que vocês vão fazer agora. no aguardo;0
12281;veio no prazo certo, porém o produto estava trincado.;0
12293;recebi o produto em excelente condição e recebi o produto bem antes do prazo estimado ! em um dia útil o produto foi entregue :) obrigada,;1
12296;veio metade;0
12297;o produto nao e original nao fala se e replica ou original...comprei na certeza achando que seria..relogio nem e aprova dagua..achei que lannister nao trabalhava com esse tipo de mercadoria...;0
12298;satisfação do cliente muito bom, recomendo, tudo dentro do prazo!!!;1
12301;recebi antes do prazo! ameeei *__*;1
12313;recebi o produto em duas etapas, em dias diferenciados, como não tinha sido avisada sobre esta possibilidade, levei um susto, mas ocorreu tudo bem, os produtos chegaram intactos e muito bem embalados.;1
12327;absurdo... já acabou o prazo de entrega e o produto nem saiu ainds(a nota fiscal não foi emitida). agora virou festa: 2 produto q compro e n recebo! o site da stark p mim n é mais de confiança!!!!;0
12331;apesar de não gostar do produto que pedi, veio tudocorreto, pena que tive qua passar os controles remotos para frente, não deu certo na minha tv,pois não comprei o original da samsung.;0
12339;entrega ante do prazo produto muito bom.;1
12360;pessima;0
12367;"produto entregue muito antes do prazo
recomendo";1
12368;muito satisfeito;1
12391;ótimo;1
12406;"o produto ainda não chegou!
quem irá se responsabilizar pelo atraso na entrega e pelo valor do frete que foi pago por mim, a targaryen ou as lannister? já enviei email, mas até agora n tive retorno!";0
12408;produto otimo;1
12414;gostei dessa loja. muito boa essa loja, entregue o produto no prazo, 100% confiável.;1
12419;"super recomendado chegou tudo conforme esperado. o que mais surpreendeu foi a velocidade na entrega.
muito obrigado.";1
12426;gostei muito do produto e da loja. chegou em perfeito estado e dentro do prazo.;1
12430;lannister deveria cancelar essa parceria pois a empresa targaryen é um embuste , é fraudulenta , agiu de má fé . essa empresa denigre a imagem das lannister.com ... estou no aguardo do meu reembolso;0
12477;ainda não fiz o teste... mas chegou tudo certinho!!!;1
12502;recebi somente o cobertor os kits de endredon nao recei;0
12532;entrega bem antes do prazo.;1
12534;comprei 2 unidades, recebi apenas 1. gostaria que entrassem em contato comigo.;0
12557;nada a reclamar do produto adquirido.;1
12584;o solado é muito alto para uma criança de 1ano, pode torcer o pé.;1
12617;"gostaria de saber guando vou receber o meu pedido. não consigo falar com a stark. espero uma resposta mais breve possível.
um abraço";0
12623;relogio casio  o produro chegou dentro do prazo, é bem leve e a caixinha é de papelão! não veio com o certificado de garantia, somente manual. o tamanho é bom e a cor é dourado claro, nada muito chamativo!;1
12625;não entregam no prazo, fiz uma compra no dia 3 de fevereiro e ainda não recebi minha mercadoria e nem satisfação dão ao cliente.;0
12628;amei! lindas bolsas, bem reforçadas e espaçosas. adorei!;1
12632;.;1
12648;arrependi do produto, fui pedir a devolução, faz mais de 48 horas e ninguem me deu uma resposta. insatisfeito!;0
12652;entrava do produto  o produto já chegou em casa um pouco demorado;0
12655;produtos de ótima qualidade, chegaram bem antes do prazo determinado. recomendo.;1
12666;chegou bem antes do prazo estimado, recomendo!;1
12685;somente um problema: todos os bonecos são musicais, no entanto, as músicas são em inglês.;0
12695;estou verificando os resultados do produto, com relação a entrega,super rápida!;1
12697;"recebi ate hoje so um produto que foi a bolsa esmaltes.
mas os esmaltes que foram comprados juntos com a bolsa ainda nao vieram .queria saber porque?";0
12699;até hoje 28/3 ainda não recebi o produto. não sei se vou receber ou terei que entrar com processo para receber meu dinheiro de volta. imagine se tivesse dependendo disto?;0
12702;produto errado comprei liquido e veio comprimidos;0
12703;entregou anres do prazo determinado muito bom;1
12716;"um dos cartuchos preto.veio violado.
os demais vieram lacrados.";0
12752;bom atendimento;1
12768;10;1
12790;prazo de entrega muito longo! 20 dias pra entregar um boneco e com pagamento de frete de 24.90 de frete! esperava mais rapidez na entrega!;0
12802;10 recomendo, preço bom, o produto chegou certinho, no prazo estipulado????;1
12807;comprei o produto na voltagem 220 e veio na voltagem 110. como faço para resolver isso?;0
12808;excelente ????  respeito ao cliente, qualidade, satisfação. cliente feliz!!!;1
12819;muito bom!;1
12830;super recomendo  relógio original, chegou super rápido, em tacto.. amei comprar com vocês;1
12833;excelente  recomendo;1
12839;produto entregue antes do tempo.o produto estava dentro do que eu esperava.;1
12845;recomendo preço ótimo chegou muito rápido o tempo todo nos deixa informação sobre o pedido por e mail. enfim muito bom;1
12851;eficiência tudo conforme solicitado. entregue antecipado;1
12862;este jogo comprei para que meu neto jogue com os pais e também com os amigos. recomendo.;1
12863;bom  ótimo;1
12879;recomendo entrega antes d prazo;1
12888;completamente decepcionada com essa loja, é a 2° vez que compro e é a 2° vez q não tem o produto e enviam outro diferente, por favor retirem as fotos dos produtos q não tem pra não enganar os clientes;0
12897;tudo ok;1
12905;produto e atendimento perfeitos!!;1
12913;"não comprem na targaryen a empresa terceira targaryen não é confiavel, eles vedem produtos que não tem, você paga, espera, não recebe e depois tem que correr atras de reembolso.
não recomendo de jeito nenhum está empresa, e a su";0
12919;recebi o produto bem antes do prazo. o produto veio corretamente conforme fotos do anúncio e muito bem embalado.;1
12931;recebi no prazo acordado e estou satisfeito com o produto.;1
12952;excelente produto tratando-se de tramontina não precisa apresentação. mas o produto é muito bom. segurança na cozinha é fundamental. a fixação das facas é muito firme. por isso, não tenha duvidas em fixá- lo na parede;1
12954;o produto é muito bom, foi entregue antes do prazo, excelente vendedor eu recomendo;1
12958;comprei um relógio preto, porém chegou um vermelho, resolvi ficar com esse por também ter combinado com o quarto;0
12972;muita demora na entrega;0
12982;"comprei um controle como sendo original.
porém no controle e caixa está escrito que ele é recertificado, ou seja, sofreu algum problema de fábrica e foi recondicionado para uso. 
decepcionado.";0
12986;"entregue perfeito e logo mais estarei
comprando outro produto.
obgado";1
12988;sim;1
13005;produto entregue antes do prazo.;1
13010;"eu recebi somente o relógio da coruja. não recebi o relógio preto esportivo. no entanto, o status da entrega consta ""produto entregue"".

assim, solicito esclarecimentos.";0
13011;produto com defeito! 2 dos 4 sensores não funciona. ja foram feito todos os testes e produto não esta funcionando.;0
13018;o produto foi entregue em tempo recorde e conforme descrito no anúncio.;1
13027;ainda não recebi a encomenda;0
13040;ótima loja ,  adorei a minha compra , chegou muito rápido;1
13050;quando vão entregar?;0
13052;não posso recomendar pois não recebi o produto;0
13053;entrega perfeita material bom...só o tamanho que errei.. não serviu mais vou ficar e de para outra pessoa...o tamanho m e muito pequeno.;0
13055;produto bom relativo ao preço;1
13078;recomendo a todos sim referente aos celulares e a capa em couro atendeu minhas expectativas, mas a película veio errada meu lg é o k10 pro tela 5,7mm, a película veio pro k10 novo 5,3mm;0
13079;ainda nao recebi o produto, que ja deveria ter chegado, por isso estou começando a ficar desapontada com o site lannister;0
13106;o prazo para meu produto chegar era até o dia 10/04/2018 e até agora não recebi.;0
13109;excelente chegou muito rápido. a bolsa é de muito boa qualidade e tem um tamanho ótimo pra viajar.;1
13112;parabéns continua assim ecelente trabalho;1
13121;não recebi ainda meu produto.;0
13140;colocaram o perfume a venda e depois de aprovado falam que não tem estoque;0
13146;"super recomendo produto entregue no prazo e muito bem embalado como de costume
sem duvida eu recomendo";1
13150;"nao gostei 
porque demou muito para se entregua tive que compra outro produto
mais chegou tudo certinho na proxima talvez chega ante do ´prazo";1
13162;produto de ótima qualidade preço justo;1
13169;produto chegou no prazo, ótima qualidade !;1
13180;10  só acho o frete aqui pra minha cidade caro, algumas coisas desisto de comprar por causa do valor do frete. mas fora isso tudo beleza;1
13196;"é uma pena não ter chegado antes do natal
 espero que chegue até o ano novo!";0
13202;na minha opinião faltou o manual de instrução da lanterna.;0
13273;excelente compra produto de qualidade e entrega rápida recomendo.;1
13281;desde a compra até a entrega o atendimento foi 10;1
13285;entrega dentro do prazo estabelecido..produto correto;1
13291;demora na entrega ,produto ruim resumo não gostei;0
13297;fui bem atendido, a negociação foi normal.;1
13310;aguardo resposta de vcs.;0
13334;material otimo e bom custo beneficio e chegou antes do prazo;1
13359;muito satisfeito;1
13392;o produto chegou no prazo, porém a caixa amassou na entrega e quebrou um pedaço atrás. não afetou o uso e como foi atrás não reclamei, mas vale alertar a empresa de entrega.;0
13415;muito bom. compra tranquila.;1
13442;"eu havia feito um comunicado q não tinha recebido mas houve um mal entendido .
correu tudo bem
obrigada";1
13457;amei o produto,amei comprar nesse site. fácil de fazer a compra e chegou no prazo,melhor ainda bem antes do prazo..parabens comprarei mais nesse site..ah o preço tbm estava ótimo;1
13460;produto chegou certinho .recomendo a todos;1
13476;muito bom;1
13486;"entrega rápida produto lindo, mas é um pouco frágil, na foto parecia mais resistente.
entrega nota 10";1
13509;"perfume original... perfume original, boa fixação, porém a embalagem externa (caixa) é branca e tem apenas o nome do perfume e a escrita ""tester"" ou seja é para mostruário de lojas, desagradável para presentear...";0
13515;bom;1
13528;estou muito decepcionado c a stark, já havia efetuado algumas compras e estava tudo dando certo, mas os meus 2 últimos pedidos o resultado foi péssimo!;0
13537;pontualidade  mercadoria perfeita recomendo a todos parabéns pelo trabalho de vcs;1
13538;atendimento rápido e no prazo!;1
13554;elm obdii recomendadíssimo este produto. atendimento nota 10. entrega antes do prazo. vou comprar mais.;1
13574;muito bom;1
13579;entrega rapida e tudo ok com o produto, recomendo;1
13585;perfeito ótimo produto, entrega rápida, superou minhas expectativas.;1
13587;o prazo é até abril, ainda estou aguardando;0
13594;ótima  entrega eficiente.;1
13596;não gostei do material do produto,o acabamento é ruim nota-se imperfeições!!!!;0
13599;eu recebi o produto sem o pistão da cadeira, abri uma solicitação de devolução e foi cancelada pelo vendedor loja, sem nenhum motivo e vou ficar no prejuízo pois não fui atendido.;0
13607;veio errado comprei 2 unidade veio somente 1;0
13608;não recebi meu produto ainda;0
13610;chegou no prazo, produto de boa qualidade.;1
13620;preciso devolver o extensor, porque não coube para fazer o encaixe no meu portão... eu havia comprado no mesmo site e tomei o cuidado de pegar no mesmo modelo, mas era totalmente diferente. o que faço;0
13630;muito satisfeita e recomendo;1
13639;"estrelinha muito bom o produto
minha filha adorou";1
13652;"excelente 
chegou super rápido e o produto é ótimo";1
13663;sempre tem compromisso com seus clientes rapidez e educacao;1
13697;superou minhas espectativas. o abajur tem um ótimo tamanho e é lindo. a entrega foi feita muito antes do prazo. satisfeita!;1
13717;excelente compro e recomendo;1
13719;produto bom;1
13734;ótima loja;1
13744;eu compraria novamente;1
13752;ate o momento alnada do meu pruduto, gostaria de saber quando que vou receber...;0
13766;produto veio sem varias,ainda vou mandar instalar o produto.mas é bonito.e veio conforme anuncio.;1
13775;recomendo;1
13778;cartuchos hp os produtos chegaram no prazo previsto, na embalagem original e bem acondicionados.;1
13826;excelente muito muito bom;1
13836;ate agora não recebi o produto apesar de já ter pago;0
13853;a entrega poderia ser mais rapida;1
13886;gostaria de ter ficado sabendo oq aconteceu com o pedido...fiz o pag, me enviaram o prazo e a encomenda não foi concluída mesmo com o prazo de entrega, e tbm não me deram retorno;0
13907;excelente!!!;1
13947;recebi o produto veio tudo okk, mas alguns raladinhos na madeira mas acredito que foi por conta do transporte mas poderia ter sido embalado melhor em um plástico bolha por exemplo. os pés são de ferro;1
13955;cancelei o produto após a compra devido ao prazo de entrega ser 19 dias e chegar após o feriado de carnaval quando iria utiliza-lo;0
13966;contrariando código de defesa do consumidor. (lei 8.078. art.31 ) o relógio não vem com manual em portugues.veio em ingles um xerox meio apagado. recorri ao you tube ,onde há demonstrações em espanhol;0
13980;otimo de se comprar;1
13983;estou devolvendo o produto, no anuncio diz que é 1,40mt o que foi entregue 70cm, não cobre metade do banco do carro.;0
14000;"é muito pequeno e apertado para os bebês, os bebê n cabem dentro?? não foi o demonstrava a foto.
não consigo usar ?";0
14004;a única coisa que achei que tem que ser melhorada é a comunicação, deixei vários emails e não responderam nenhum, porque tinha dado um problema na entrega, fiquei muito preocupada, mais feliz chegou!!;1
14008;"custo beneficio otimo
entrega no prazo
parabens";1
14024;falta do produto fui comunicado que o produto estava em falta, não o recebi a compra precisa ser cancelada.;0
14040;super recomendo produto excelente qualidade...;1
14044;esta entrega veio correta mas outra compra da mesma loja veio incompleta e o cartucho era falsificado;0
14049;recomendo boa;1
14063;a logística de vcs demora demais. tem loja que entrega em dois dias. fica a dica.;0
14071;amei o produto;1
14087;entrega rápida!;1
14108;comprei a cortina e ela veio com diversos rasgos, estou tentando devolver o produto mas não estou conseguindo.;0
14114;produto travou. não destrava. 6 dias da compra e agora amanhã é feriado... como devolver?;0
14156;entregaram bem rapido, mais só não gostei pq veio com defeito (duas manchas ) na cara da boneca.;0
14162;empresa confiável;1
14185;bom;1
14189;eu amei a babá eletrônica, me ajuda muito na hora do meu bebê dormir no quartinho dele, ou quando não estou por perto. chegou antes do prazo e em perfeito estado.;1
14195;chegou no prazo e corretamente;1
14205;comprei o produto cortina decorativa suellen para quarto ou sala cinza 4m e recebi cortina suellen para sala quarto 4 metros avelã/ palha. caso não resolverem acionarei o procon-sp;0
14215;"entrega antecipada
produto igual ao anúncio
nota 10
super recomendo";1
14218;muito bom e rapido excelente loja;1
